obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,FLUOR.FlrLS:MN,FLUOR.FlrLS:SLP,FLUOR.FlrLS:SD,FLUOR.FlrLS:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1533.9,10/15/24,p,radish,ten,pr10,y,11:53:33,none,0.005805962,5.805962229,15.85202562,399.812,360.7101245,36.33405476,40.27275674,0.944520875,2.949035189,0.803357444,0.513013935,70.97723964,11.49660546,11.1849,1.333770891,41.87532279,0.612822561,1.463445582,0.72094833,-256.0429343,223.6330625,14.01500622,52.58237404,12,2,1,0,56153.50394,400.006,339.7025955,0.84924375,0.177440438,6,0.5,0: Broadleaf,2,1728924814,399.812,419.979,6.08386,0.315028,399.474,6.12561,600.188,100.65,0.0792346,12.5915,11.1849,999.9,0,0,10046.2,0,0.00137604,400.006,0.691876,0.308124,0,1.4063,0,3621.71,2979.01,35,37.062,36.937,35.437,34.375,276.75,123.25,0,1728924794,0,1728924613,11:50:13,1728924599,1728924613,7,-0.036,0.006,0.338,-0.042,420,0,0.12,0.02,-20.160615,-0.057561726,0.045365375,1,,,,,5.77067075,-0.006952233,0.00164788,1,2,2,2-Feb,100,100,0.338,-0.0418,0.337904762,0,0,0,-0.041746286,0,0,0,-1,-1,-1,-1,3.6,3.3,1.02661,2.48535,1.54785,2.34985,1.54785,2.30591,21.7206,14.7712,18,568.873,465.448,9.99949,14.9844,29.9997,15.1428,15.1113,20.5088,100,0,10,420,0,102.992,103.783
12,1683.9,10/15/24,p,radish,ten,pr10,y,11:56:03,none,0.005542999,5.542999276,6.9632608,407.774,383.6857377,38.64751515,41.07385366,0.927496588,2.936696397,0.790501626,0.504676968,35.48788203,11.17042615,10.8778,1.306844079,41.98766748,0.607256923,1.446274488,0.699587156,-244.4462681,242.8519199,15.24426135,49.13779518,13,2,1,0,55812.02348,200.007,169.8539447,0.84924,0.1774332,6,0.5,0: Broadleaf,2,1728924964,407.774,419.998,6.02874,0.518956,407.436,6.07049,599.978,100.647,0.0800048,12.4117,10.8778,999.9,0,0,9976.25,0,0.0014716,200.007,0.691994,0.308006,0,0.7439,0,2161.14,1489.6,33.875,36.75,36.25,34.937,33.562,138.4,61.6,0,1728924944,0,1728924613,11:50:13,1728924599,1728924613,7,-0.036,0.006,0.338,-0.042,420,0,0.12,0.02,-12.1662225,-0.06077561,0.048359914,1,,,,,5.5207105,-0.062985591,0.006398904,1,2,2,2-Feb,100,100,0.338,-0.0418,0.337904762,0,0,0,-0.041746286,0,0,0,-1,-1,-1,-1,6.1,5.8,1.02661,2.48901,1.54785,2.35229,1.54785,2.23022,21.5798,14.7537,18,568.333,466.198,9.99962,14.8739,29.9999,15.0262,14.9967,20.5045,90.3281,0,10,420,0.496578,103.007,103.791
13,1780.9,10/15/24,p,radish,ten,pr10,y,11:57:40,none,0.005396814,5.396814307,4.240696248,413.517,400.5343309,40.34382024,41.65149958,0.908855985,2.938092513,0.776948815,0.495840887,17.74696121,11.01094429,10.7169,1.29292825,41.7294782,0.599849603,1.437472092,0.693078646,-237.9995109,253.7384668,15.89878912,49.38470617,14,2,1,0,55872.74487,100.015,84.93724623,0.849245075,0.177442996,6,0.5,0: Broadleaf,2,1728925061,413.517,419.991,5.95532,0.589295,413.18,5.99707,599.849,100.645,0.0799994,12.3188,10.7169,999.9,0,0,9984.38,0,0.00133782,100.015,0.691819,0.308181,0,0.7583,0,1631.43,744.836,33.125,36.5,35.75,34.625,33,69.19,30.82,0,1728925042,0,1728924613,11:50:13,1728924599,1728924613,7,-0.036,0.006,0.338,-0.042,420,0,0.12,0.02,-6.507324,0.062725103,0.051602068,1,,,,,5.3879,-0.09683955,0.0096768,1,2,2,2-Feb,100,100,0.337,-0.0417,0.337904762,0,0,0,-0.041746286,0,0,0,-1,-1,-1,-1,7.7,7.5,1.02539,2.48047,1.54785,2.35352,1.54785,2.20337,21.4794,14.7362,18,567.196,466.305,10,14.824,30,14.9662,14.9359,20.5027,88.6366,0,10,420,0.654183,103.011,103.794
14,1877.4,10/15/24,p,radish,ten,pr10,y,11:59:17,none,0.005333539,5.333539294,1.109929255,416.643,409.8656556,41.28162486,41.96423825,0.894308729,2.942843214,0.76644936,0.488987613,8.840509529,11.01109742,10.7491,1.295702654,41.74406552,0.601417616,1.440726026,0.694285038,-235.2090829,254.497785,15.92621505,44.05542677,14,2,1,0,56010.91522,49.8194,42.30909045,0.849249297,0.177451144,6,0.5,0: Broadleaf,2,1728925157,416.643,419.975,5.97119,0.669675,416.305,6.01294,600.02,100.64,0.0798927,12.3532,10.7491,999.9,0,0,10011.9,0,0.00142382,49.8194,0.691694,0.308306,0,1.1321,0,1220.83,371.001,32.562,36.437,35.312,34.812,32.625,34.46,15.36,0,1728925138,0,1728924613,11:50:13,1728924599,1728924613,7,-0.036,0.006,0.338,-0.042,420,0,0.12,0.02,-3.410425366,-0.053841324,0.054673826,1,,,,,5.305160244,-0.012767038,0.002163783,1,2,2,2-Feb,100,100,0.338,-0.0418,0.337904762,0,0,0,-0.041746286,0,0,0,-1,-1,-1,-1,9.3,9.1,1.02539,2.48657,1.54785,2.35352,1.54785,2.25708,21.4794,14.7274,18,567.105,466.227,10.0005,14.8346,30.0002,14.9515,14.9215,20.5,87.5291,0,10,420,0.721716,103.011,103.787
15,2011.9,10/15/24,p,radish,ten,pr10,y,12:01:31,none,0.005048675,5.048674599,-2.104145113,419.941,419.9073492,42.29136604,42.29475521,0.861227989,2.937055431,0.741781573,0.472958194,0,10.89960985,10.6456,1.286803536,42.54945796,0.607763328,1.428369143,0.679040209,-222.6465498,249.6428365,15.63383693,42.63012365,15,2,1,0,55859.81438,0,0,0,0,6,0.5,0: Broadleaf,2,1728925292,419.941,419.957,6.03443,1.01633,419.635,6.09203,600.013,100.636,0.0799463,12.2222,10.6456,999.9,0,0,9979.38,0,0.00152894,0,0,0,0,4.11,0,793.4,8.02,31.625,36.062,34.687,34,31.812,0,0,0,1728925272,0,1728925228,12:00:27,1728925223,1728925228,8,-0.031,-0.016,0.307,-0.058,420,1,0.91,0.02,-0.093370808,-0.045094936,0.052643522,1,,,,,5.03181075,-0.092289568,0.008915053,1,2,2,2-Feb,100,100,0.306,-0.0576,0.3065,0,0,0,-0.05760015,0,0,0,-1,-1,-1,-1,1.1,1.1,1.02539,2.47925,1.54785,2.35352,1.54785,2.12891,21.4593,14.7012,18,566.104,467.035,9.99944,14.8656,30.0001,14.964,14.9257,20.4938,83.5085,0,10,420,0.98518,103.006,103.775
16,2721.5,10/15/24,c,radish,center,crc,y,12:13:21,none,0.002971764,2.97176445,16.75333238,402.059,312.7546274,31.50104681,40.49589764,0.336486418,2.940875261,0.31646749,0.199491478,283.857867,14.14511197,13.4486,1.547788953,40.09165213,0.61211445,1.526787791,0.935674503,-131.0548122,-33.21590385,-2.119553174,117.4675977,23,4,1,0,55777.6801,1599.79,1358.6067,0.84924065,0.177434455,6,0.5,0: Broadleaf,2,1728926001,402.059,420.003,6.07731,3.12429,401.957,6.17625,600.139,100.641,0.0802813,13.2391,13.4486,999.9,0,0,10000.6,0,0.00143338,1599.79,0.691978,0.308022,0,0.9647,0,12489.9,11914.7,35.375,36.25,35.937,36.187,34.625,1107.02,492.77,0,1728925982,0,1728925965,12:12:44,1728925960,1728925965,9,-0.204,-0.041,0.102,-0.099,420,3,0.13,0.03,-17.921995,-0.092440525,0.070955507,1,,,,,2.977979,-0.067656585,0.012714358,1,2,2,2-Feb,100,100,0.102,-0.0989,0.1023,0,0,0,-0.09894,0,0,0,-1,-1,-1,-1,0.7,0.6,1.02539,2.48169,1.54785,2.35352,1.54785,2.14722,21.5999,14.5523,18,557.631,471.275,9.99992,15.0558,30,15.1232,15.0783,20.5072,67.4143,0,10,420,3.06141,102.978,103.694
17,2815.5,10/15/24,c,radish,center,crc,y,12:14:55,none,0.002860311,2.860311161,16.42350608,402.414,312.8826317,31.51226122,40.5294951,0.328268359,2.941350322,0.309188472,0.194864569,248.388486,13.94654486,13.2875,1.53161722,39.98496313,0.609796607,1.525064822,0.921820614,-126.1397222,-10.41831696,-0.664078893,111.1663679,23,4,1,0,55795.39759,1399.88,1188.8358,0.849241221,0.177435556,6,0.5,0: Broadleaf,2,1728926095,402.414,419.99,6.05462,3.21139,402.289,6.15182,599.95,100.636,0.0799172,13.2218,13.2875,999.9,0,0,10003.8,0,0.00144293,1399.88,0.691958,0.308042,0,1.8218,0,11279.3,10425.8,35.812,36.625,36.437,36.562,35.062,968.66,431.22,0,1728926076,0,1728926061,12:14:20,1728926058,1728926061,10,0.022,0.002,0.124,-0.097,420,3,0.21,0.03,-17.5856225,-0.014921201,0.046275925,1,,,,,2.85974575,0.065394934,0.015102469,1,2,2,2-Feb,100,100,0.125,-0.0972,0.1243,0,0,0,-0.097209,0,0,0,-1,-1,-1,-1,0.6,0.6,1.02539,2.48413,1.54785,2.35474,1.54785,2.28394,21.5999,14.5523,18,557.153,471.624,10.0004,15.0629,30.0001,15.1333,15.088,20.5031,66.8211,0,10,420,3.19303,102.98,103.693
18,2934,10/15/24,c,radish,center,crc,y,12:16:53,none,0.00272821,2.728209924,16.27345072,402.638,307.7930012,31.00240717,40.55565646,0.305213504,2.934221989,0.288609038,0.181797178,212.909685,14.01041882,13.4203,1.544937285,38.92530633,0.602941031,1.548969263,0.941996254,-120.3140576,6.327591035,0.405096979,99.32831538,22,4,1,0,55532.49719,1199.94,1019.0373,0.849240212,0.177433609,6,0.5,0: Broadleaf,2,1728926214,402.638,420.015,5.98602,3.27335,402.533,6.08381,599.825,100.644,0.0808607,13.4603,13.4203,999.9,0,0,9962.5,0,0.00152894,1199.94,0.691997,0.308003,0,1.4306,0,9802.57,8936.81,36.187,37.375,37.062,37.312,35.5,830.35,369.59,0,1728926195,0,1728926155,12:15:54,1728926149,1728926155,11,-0.019,-0.001,0.105,-0.098,420,3,0.18,0.04,-17.38689756,0.059312195,0.046768895,1,,,,,2.728690488,-0.098678676,0.009754343,1,2,2,2-Feb,100,100,0.105,-0.0978,0.105,0,0,0,-0.097787,0,0,0,-1,-1,-1,-1,1.1,1,1.02539,2.48047,1.54785,2.35474,1.54785,2.29126,21.7407,14.5348,18,557.746,471.596,10.0012,15.1707,30.0006,15.2138,15.1749,20.4992,67.1989,0,10,420,3.2868,102.972,103.677
19,3057,10/15/24,c,radish,center,crc,y,12:18:56,none,0.002462781,2.462780744,15.77764638,403.335,305.251478,30.74790687,40.6278361,0.284038652,2.941893705,0.269635284,0.169755252,177.3930283,13.73798581,13.1661,1.519529067,39.66475126,0.609210542,1.53589906,0.910318525,-108.6086308,26.04267391,1.659579773,96.48665112,23,4,1,0,55791.08515,999.756,849.034403,0.849241618,0.177436323,6,0.5,0: Broadleaf,2,1728926337,403.335,420.106,6.04797,3.60008,403.18,6.14823,599.999,100.649,0.0807559,13.3303,13.1661,999.9,0,0,10005.6,0,0.00137604,999.756,0.691945,0.308055,0,1.6575,0,9060.11,7445.77,36.312,37.812,37.375,37.687,35.75,691.78,307.98,0,1728926317,0,1728926303,12:18:22,1728926295,1728926303,12,0.05,-0.002,0.155,-0.1,420,3,0.11,0.04,-16.73316341,-0.023604878,0.073407771,1,,,,,2.467470976,0.06960878,0.022326606,1,2,2,2-Feb,100,100,0.155,-0.1003,0.1549,0,0,0,-0.10025381,0,0,0,-1,-1,-1,-1,0.7,0.6,1.02539,2.48047,1.54785,2.35474,1.54785,2.28271,21.8412,14.5173,18,557.627,470.96,9.9988,15.312,30.0003,15.3363,15.2861,20.4933,65.1249,0,10,420,3.57112,102.952,103.648
20,3151,10/15/24,c,radish,center,crc,y,12:20:30,none,0.002274384,2.27438443,14.99582553,404.081,305.6189079,30.78396061,40.70171467,0.26788773,2.940308633,0.25502941,0.160497207,141.9974396,13.45528328,12.9204,1.495320477,39.79804257,0.606399454,1.523691656,0.888921023,-100.3003534,45.58975351,2.901190019,90.18802973,23,4,1,0,55766.6085,800.279,679.6296508,0.849240891,0.177434919,6,0.5,0: Broadleaf,2,1728926431,404.081,420,6.02025,3.75897,403.952,6.11951,599.844,100.646,0.0806233,13.208,12.9204,999.9,0,0,9996.88,0,0.00152894,800.279,0.691965,0.308035,0,1.4626,0,11011.4,5960.19,36.125,37.937,37.375,37.937,35.687,553.77,246.51,0,1728926411,0,1728926395,12:19:55,1728926388,1728926395,13,-0.026,0.001,0.129,-0.099,420,4,0.12,0.04,-15.93200488,0.040321254,0.041430853,1,,,,,2.27783,0.055356585,0.013874089,1,2,2,2-Feb,100,100,0.129,-0.0993,0.12905,0,0,0,-0.099259,0,0,0,-1,-1,-1,-1,0.7,0.6,1.02539,2.47803,1.54785,2.35352,1.54785,2.19727,21.9015,14.4998,18,557.597,471.367,9.99961,15.3676,30.0002,15.3928,15.3407,20.4934,64.4199,0,10,420,3.75275,102.946,103.638
21,3276.5,10/15/24,c,radish,center,crc,y,12:22:36,none,0.002157332,2.157332306,14.06839319,405.032,306.8152569,30.9038312,40.79666926,0.251481264,2.943562867,0.240125747,0.151056106,106.4642597,13.41939204,12.966,1.499787592,39.28941455,0.604312096,1.538104099,0.895475497,-95.13835471,61.30324546,3.900717229,76.5298677,21,4,1,0,55837.48617,600.034,509.571997,0.849238538,0.177430378,6,0.5,0: Broadleaf,2,1728926556,405.032,419.976,5.99965,3.855,404.938,6.10052,599.927,100.644,0.0805582,13.3523,12.966,999.9,0,0,10015.6,0,0.00152894,600.034,0.692043,0.307957,0,0.9549,0,5988.01,4468.97,35.812,38.437,37.437,38.062,35.562,415.25,184.78,0,1728926537,0,1728926495,12:21:35,1728926495,1728926495,14,-0.035,-0.002,0.094,-0.101,420,4,0.16,0.04,-14.922425,0.000936585,0.039886375,1,,,,,2.15542075,-0.06202773,0.005988329,1,2,2,2-Feb,100,100,0.094,-0.1009,0.093952381,0,0,0,-0.100871,0,0,0,-1,-1,-1,-1,1,1,1.02539,2.47681,1.54785,2.35352,1.54785,2.25464,22.0625,14.4823,18,558.977,470.749,9.99906,15.5323,30.0006,15.5356,15.4896,20.4853,64.7863,0,10,420,3.83449,102.932,103.615
22,3367,10/15/24,c,radish,center,crc,y,12:24:06,none,0.001981966,1.981966271,11.79544333,407.465,320.6799835,32.29829869,41.03912608,0.239691365,2.939929924,0.229339914,0.144230228,70.97610685,13.0850573,12.6645,1.470468189,40.03812036,0.609042729,1.521157145,0.861425461,-87.40471256,82.10170606,5.217666558,70.89076691,22,4,1,0,55759.84815,400.032,339.7216985,0.849236307,0.177426073,6,0.5,0: Broadleaf,2,1728926647,407.465,420.07,6.047,4.07671,407.302,6.1474,599.906,100.637,0.0811625,13.1825,12.6645,999.9,0,0,9995.62,0,0.00152894,400.032,0.692129,0.307871,0,1.5387,0,4723.47,2979.48,35.5,38.437,37.5,38.062,35.312,276.87,123.16,0,1728926627,0,1728926611,12:23:30,1728926606,1728926611,15,0.069,0,0.163,-0.1,420,4,0.2,0.04,-12.47589268,-0.067542857,0.071391276,1,,,,,1.98373122,0.042219721,0.017852027,1,2,2,2-Feb,100,100,0.163,-0.1004,0.162952381,0,0,0,-0.100398,0,0,0,-1,-1,-1,-1,0.7,0.6,1.02539,2.47681,1.54785,2.35229,1.54785,2.28271,22.1229,14.4823,18,558.822,470.806,9.99891,15.6204,30.0003,15.626,15.5729,20.4878,63.3892,0,10,420,4.02982,102.921,103.598
23,3462,10/15/24,c,radish,center,crc,y,12:25:41,none,0.001831129,1.831128602,6.88360954,412.27,356.0044884,35.85541637,41.52226443,0.223524326,2.94208837,0.214500235,0.134843068,35.48371977,12.89327815,12.5258,1.45715048,39.90378649,0.60617148,1.519082606,0.850979,-80.75277135,100.8466974,6.398874409,61.97652024,21,4,1,0,55829.58439,199.974,169.826797,0.849244387,0.177441666,6,0.5,0: Broadleaf,2,1728926742,412.27,419.909,6.01861,4.19839,412.122,6.11915,599.963,100.635,0.0811919,13.1616,12.5258,999.9,0,0,10008.1,0,0.00152894,199.974,0.691851,0.308149,0,0.9423,0,4865.21,1489.27,35.062,38.562,37.375,38.187,35.062,138.35,61.62,0,1728926722,0,1728926701,12:25:01,1728926698,1728926701,16,-0.015,0,0.148,-0.101,420,4,0.2,0.04,-7.667540244,0.028782021,0.060627813,1,,,,,1.843267561,-0.098771916,0.01086627,1,2,2,2-Feb,100,100,0.148,-0.1005,0.148380952,0,0,0,-0.100541,0,0,0,-1,-1,-1,-1,0.7,0.7,1.02539,2.48779,1.54785,2.35107,1.54785,2.21313,22.2236,14.456,18,558.912,471.213,9.99986,15.6764,30.0002,15.6852,15.6336,20.4925,63.1758,0,10,420,4.16761,102.914,103.592
24,3552.5,10/15/24,c,radish,center,crc,y,12:27:12,none,0.001703958,1.703958444,3.119738346,416.076,385.7747675,38.85097637,41.90258203,0.207506888,2.949859057,0.199725214,0.125503098,17.79417821,12.88712453,12.5419,1.458690907,39.87592063,0.608308314,1.525502871,0.850382593,-75.14456738,108.8261461,6.889910668,58.36566756,21,3,1,0,56053.59295,100.308,85.18360156,0.849220417,0.177395404,6,0.5,0: Broadleaf,2,1728926832,416.076,419.904,6.04026,4.34691,415.945,6.14042,600.112,100.628,0.0809619,13.2262,12.5419,999.9,0,0,10053.1,0,0.00142382,100.308,0.692617,0.307383,0,1.4536,0,10386.4,747.234,34.5,38.687,37.125,37.75,34.687,69.48,30.83,0,1728926813,0,1728926797,12:26:36,1728926796,1728926797,17,-0.017,0,0.132,-0.1,420,4,0.68,0.05,-3.933070488,0.0865223,0.068241426,1,,,,,1.71117439,-0.033147178,0.011535012,1,2,2,2-Feb,100,100,0.131,-0.1002,0.1315,0,0,0,-0.100160476,0,0,0,-1,-1,-1,-1,0.6,0.6,1.02539,2.48291,1.54785,2.34741,1.54785,2.19727,22.3646,14.4472,18,559.559,471.441,10.004,15.7336,30.0003,15.7457,15.6984,20.4986,63.1936,0,10,420,4.29081,102.913,103.586
25,3697,10/15/24,c,radish,center,crc,y,12:29:36,none,0.001522876,1.522876186,1.035942348,418.307,403.0863541,40.59461575,42.12747903,0.17970123,2.946020864,0.173826199,0.109153222,8.860067748,12.94320859,12.6649,1.470506751,38.99318789,0.597257551,1.531697158,0.8732492,-67.15883981,99.01205161,6.282832195,46.99611175,20,3,1,0,55924.45971,49.9201,42.39548493,0.849266827,0.177484976,6,0.5,0: Broadleaf,2,1728926977,418.307,419.98,5.9305,4.41663,418.247,6.03148,599.99,100.628,0.0814766,13.2883,12.6649,999.9,0,0,10031.2,0,0.00152894,49.9201,0.691088,0.308912,0,1.4789,0,4395.24,371.67,33.687,38.812,36.437,37.437,34.062,34.5,15.42,0,1728926957,0,1728926901,12:28:20,1728926901,1728926892,18,-0.071,-0.001,0.06,-0.101,420,4,0.45,0.04,-1.683242195,0.0741023,0.044219496,1,,,,,1.530904878,-0.088155889,0.008735366,1,2,2,2-Feb,100,100,0.06,-0.101,0.060380952,0,0,0,-0.100981,0,0,0,-1,-1,-1,-1,1.3,1.4,1.02417,2.47559,1.54785,2.35107,1.54785,2.27173,22.6871,14.4385,18,560.72,469.601,10,16.0147,30.0008,15.9905,15.9437,20.4786,63.7912,0,10,420,4.48235,102.879,103.536
26,3867,10/15/24,c,radish,center,crc,y,12:32:26,none,0.001223832,1.223832094,-1.324121736,420.889,430.4258883,43.34705106,42.3866163,0.137749978,2.938732043,0.134260816,0.084219136,0,13.35335905,13.0898,1.511974665,38.43305806,0.603635834,1.570616195,0.908338831,-53.97099536,92.47729651,5.907753367,44.41405452,18,3,1,0,55627.68798,0,0,0,0,6,0.5,0: Broadleaf,2,1728927147,420.889,420.08,5.99396,4.7775,420.751,6.09271,600.018,100.625,0.0823511,13.6735,13.0898,999.9,0,0,9990,0,0.00146205,0,0,0,0,-6.1,0,9743.9,17.58,33.062,39.25,36.312,37.937,33.687,0,0,0,1728927127,0,1728927087,12:31:26,1728927078,1728927087,19,0.077,0.002,0.138,-0.099,420,5,0.36,0.08,0.821803439,0.061898676,0.041174684,1,,,,,1.22746878,-0.03798,0.006498622,1,2,2,2-Feb,100,100,0.138,-0.0987,0.13775,0,0,0,-0.098745238,0,0,0,-1,-1,-1,-1,1.1,1,1.02417,2.47925,1.54785,2.34985,1.54785,2.26074,23.2324,14.4035,18,562.251,468.352,10.0043,16.4526,30.0011,16.3668,16.3172,20.4685,64.5273,0,10,420,4.70462,102.835,103.474
27,4103.4,10/15/24,c,radish,south,crs,y,12:36:23,none,0.005891506,5.891506053,20.68389831,393.959,323.1375556,32.54500204,39.67782833,0.642939914,2.9405602,0.573851718,0.364244021,283.898925,14.50941075,14.536,1.660927688,38.87913418,0.638725424,1.642848888,1.022202265,-259.815417,-26.83937981,-1.73279308,-4.488664846,8,1,1,0,55548.99244,1600.04,1358.8173,0.849239582,0.177432392,6,0.5,0: Broadleaf,2,1728927383,393.959,419.963,6.34187,0.487932,393.822,6.44061,600.021,100.629,0.0866286,14.3667,14.536,999.9,0,0,10000,0,0.00152894,1600.04,0.692012,0.307988,0,1.0297,0,19266.8,11916.7,35.937,39.625,37.625,37.437,35.437,1107.25,492.79,0,1728927364,0,1728927087,12:31:26,1728927078,1728927087,19,0.077,0.002,0.138,-0.099,420,5,0.36,0.08,-26.0053439,-0.082883765,0.055430246,1,,,,,5.84606878,0.072369726,0.007175297,1,2,2,2-Feb,100,100,0.137,-0.0987,0.13775,0,0,0,-0.098745238,0,0,0,-1,-1,-1,-1,5.1,4.9,1.02173,2.48169,1.54785,2.34985,1.54785,2.13379,24.4088,14.3072,18,573.925,457.799,10.0028,17.2349,30.0019,17.1096,17.0543,20.4162,100,0,10,420,0.187846,102.73,103.361
28,4193.9,10/15/24,c,radish,south,crs,y,12:37:53,none,0.005824851,5.824851085,20.31552927,394.349,323.5125964,32.57756104,39.71075241,0.631980426,2.945758588,0.565201398,0.358660892,248.401989,14.3761714,14.4764,1.654543426,38.11069108,0.628519034,1.649193484,1.026024392,-256.8759329,-7.956468024,-0.512775702,-16.94318759,7,1,1,0,55694.73604,1399.99,1188.9261,0.849238995,0.17743126,6,0.5,0: Broadleaf,2,1728927474,394.349,419.954,6.24153,0.454742,394.212,6.34028,600.177,100.613,0.0865134,14.4263,14.4764,999.9,0,0,10031.2,0,0.00150027,1399.99,0.692035,0.307965,0,1.1273,0,16663.3,10426.9,36.687,39.937,38.312,37.875,36.125,968.84,431.15,0,1728927454,0,1728927087,12:31:26,1728927078,1728927087,19,0.077,0.002,0.138,-0.099,420,5,0.36,0.08,-25.6147925,-0.028350844,0.039145143,1,,,,,5.7936315,-0.025254034,0.00282721,1,2,2,2-Feb,100,100,0.137,-0.0987,0.13775,0,0,0,-0.098745238,0,0,0,-1,-1,-1,-1,6.6,6.4,1.02173,2.48535,1.54785,2.34985,1.54785,2.17896,25.0817,14.2896,18,575.404,456.78,10.0013,17.6094,30.0018,17.4681,17.4087,20.4228,100,0,10,420,0.187846,102.678,103.291
29,4328.9,10/15/24,c,radish,south,crs,y,12:40:08,none,0.005473598,5.473598391,20.55580954,395.253,326.4204632,32.86880843,39.79987961,0.627527873,2.94773985,0.56167344,0.356385018,212.992803,14.15523372,14.2765,1.633287632,40.48240781,0.663191361,1.638221136,0.970096271,-241.385689,7.405604466,0.476199069,-20.51108251,5,1,1,0,55774.74636,1200.41,1019.4363,0.849240093,0.177433379,6,0.5,0: Broadleaf,2,1728927609,395.253,419.97,6.58616,1.14911,395.116,6.68491,600.055,100.607,0.0876933,14.3231,14.2765,999.9,0,0,10043.1,0,0.00152894,1200.41,0.691998,0.308002,0,1.3562,0,15490.3,8940.33,37.375,40.437,39.187,37.75,36.687,830.68,369.73,0,1728927589,0,1728927087,12:31:26,1728927078,1728927087,19,0.077,0.002,0.138,-0.099,420,5,0.36,0.08,-24.8369525,0.015258912,0.041588165,1,,,,,5.488094,-0.016892758,0.022421561,1,2,2,2-Feb,100,100,0.137,-0.0988,0.13775,0,0,0,-0.098745238,0,0,0,-1,-1,-1,-1,8.8,8.7,1.02173,2.48657,1.54785,2.34985,1.54785,2.18384,25.9222,14.2721,18,577.078,456.978,9.99678,18.1075,30.0011,17.9751,17.9046,20.4371,86.5935,0,10,420,0.921281,102.604,103.198
30,4529.4,10/15/24,c,radish,south,crs,y,12:43:29,none,0.003677712,3.677711971,19.58200024,397.93,302.7444186,30.48420457,40.068714,0.390733343,2.942881296,0.364031144,0.229766308,177.4201603,14.09601967,13.9402,1.598069343,36.8784755,0.591857589,1.604886269,1.006211753,-162.1870979,10.40787404,0.668072522,26.30900893,5,1,1,0,55688.75858,999.926,849.177203,0.849240047,0.17743329,6,0.5,0: Broadleaf,2,1728927809,397.93,419.979,5.87785,2.22117,397.394,5.94188,599.904,100.605,0.0878706,14.0058,13.9402,999.9,0,0,10015.6,0,0.00152894,999.926,0.691998,0.308002,0,1.2324,0,13713.1,7447.19,37.75,40.312,39.625,38.062,36.875,691.95,307.98,0,1728927790,0,1728927694,12:41:33,1728927683,1728927694,20,0.398,0.035,0.536,-0.064,420,1,0.07,0.02,-22.10466,0.21478424,0.048719287,0,,,,,3.7347745,-0.508409606,0.049073148,0,0,2,0/2,100,100,0.536,-0.064,0.5359,0,0,0,-0.06402595,0,0,0,-1,-1,-1,-1,2.1,1.9,1.02417,2.48413,1.54785,2.34619,1.54785,2.24854,26.2104,14.2721,18,577.545,458.809,10.0006,18.2781,30.0002,18.2779,18.221,20.477,75.6103,0,10,420,2.31454,102.586,103.175
