obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
11,1039.4,10/15/24,c,radish,north,crn,n,7:26:55,15,0.001226094,1.226094284,2.653002564,1193.506364,1144.473498,115.4341559,120.3797204,0.138114831,3.111181824,0.13257215,0.083337867,284.7605379,11.44738938,10.63322727,1.285743317,28.96411717,0.360531145,1.244751025,0.925212172,-54.07075794,-81.41768355,-4.760590682,144.5115057,246,41,1,0,56479.81979,1600.003636,1361.138936,0.850709902,0.177974932,9,33,0: Broadleaf,2,1728912413,1193.506364,1199.671818,3.574490909,1.744617273,1186.010909,3.698991818,600.8832727,100.7642727,0.097963164,10.14781818,10.63322727,999.9,0,0,10005.05455,402.0506364,243.3278182,-6.165761273,1197.778182,1201.768182,1.82987272,1199.671818,1.744617273,0.360180727,0.175795091,-8.713932455,-16.0836,1600.003636,0.643000636,0.356999273,11.03787273,26723.04545,1728912410,7:26:50,1728912388,1728912313,11,0.438,-0.014,7.495,-0.115,1200,1,0.05,0.02,0,0,0,0,0,0,0,3.24983,2.77784,0.203242,0.208597,0.0543348,0.0192936,20755.2,20312,24973.9,22806.5,34949.4,28549.9,40857.9,31575.7,1.91195,2.1372,0.0898167,0,9.12431,999.9,36.6,17.8,7.42941,66.8894,13.8221,1,-1.15697,-0.487789,20.3715,5.2384,11.9261,4.98155,3.28278,9999,9999,9999,999.9,4.97148,1.86035,1.86584,1.85683,1.86163,1.86218,1.86308,1.85886,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,7.49,-0.1275,7.401362132,0.000678439,-9.11E-07,3.42E-10,-0.102132072,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.5,1.7,2.47925,2.33643,1.50024,2.32422,1.4502,2.48047,20.4559,16.0408,19,316.491,422.037,9.99957,11.3173,30.0002,11.3853,11.36,49.6078,55.1891,37.4952,10,1200,2.24775,103.29,103.583
12,1129.9,10/15/24,c,radish,north,crn,n,7:28:26,15,0.003521139,3.521138538,11.17112115,1375.973667,1342.694445,135.429196,138.785863,0.956297286,3.110810487,0.742748607,0.479504143,284.7601486,10.8091509,10.57135333,1.280452874,65.14783654,0.80723797,1.239086381,0.473214904,-155.2822095,-82.46580953,-4.819132594,42.192997,257,43,1,0,56484.19838,1600.001667,1361.137359,0.850709963,0.177974908,9,33,0: Broadleaf,2,1728912498,1375.973667,1399.994,8.003251667,2.764652,1368.223333,8.145275667,600.0959,100.7653,0.098449367,10.07963667,10.57135333,999.9,0,0,10003.24467,402.0571,260.0439,-24.02031,1387.075,1403.876,5.238600333,1399.994,2.764652,0.806450633,0.278581,3.808100367,-10.44156,1600.001667,0.643001233,0.356998767,11,26723.06,1728912486,7:28:06,1728912485,1728912486,12,0.252,-0.016,7.754,-0.137,1400,2,0.09,0.02,0,0,0,0,0,0,0,3.25115,2.78077,0.223333,0.229163,0.0575255,0.0221296,20232.3,19785.2,24970.2,22803.8,34827.1,28462.3,40854.7,31572,1.88587,2.13825,0.0933185,0,9.00495,999.9,36.1,17.8,7.32771,66.8194,14.0705,1,-1.15653,-0.523546,20.3717,5.23526,11.9261,4.9817,3.283,9999,9999,9999,999.9,4.97142,1.86035,1.86584,1.85684,1.86159,1.86218,1.86307,1.85883,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,7.75,-0.1414,7.652747048,0.000678439,-9.11E-07,3.42E-10,-0.11840827,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.3,0.3,2.81006,2.33887,1.50024,2.32422,1.4502,2.38892,20.3957,16.0321,19,306.174,422.268,9.99931,11.3137,30.0002,11.3641,11.33,56.2223,58.1885,36.8374,10,1400,2.35146,103.279,103.571
13,1220.4,10/15/24,c,radish,north,crn,n,7:29:56,15,0.002495371,2.495371223,8.875789593,1580.665,1530.912573,154.4101197,159.4282235,0.459018437,3.109843371,0.403132789,0.256430912,284.759912,11.06065488,10.55615,1.279155872,53.34531521,0.660832667,1.238782945,0.618323206,-110.0458709,-80.50484108,-4.705530542,89.50366946,257,43,1,0,56460.79957,1600,1361.135965,0.850709978,0.177974945,9,33,0: Broadleaf,2,1728912589,1580.665,1599.885667,6.551883,2.835194333,1572.333333,6.698624333,600.2977,100.7634667,0.098021063,10.07597667,10.55615,999.9,0,0,9998.979,402.1164667,240.7792,-19.22113739,1591.075333,1604.436333,3.716690239,1599.885667,2.835194333,0.660189967,0.285683967,0.0044514,-10.199483,1600,0.643000733,0.356999267,11,26723.03667,1728912582,7:29:41,1728912577,1728912582,13,0.536,-0.005,8.339,-0.143,1600,2,0.27,0.01,0,0,0,0,0,0,0,3.25066,2.78067,0.24182,0.247714,0.0574919,0.0246006,19754.8,19312,24970.8,22803,34829.6,28388.5,40855.5,31571.4,1.88715,2.1409,0.0937656,0,8.99185,999.9,35.6,17.8,7.22656,66.8194,14.2188,1,-1.15678,-0.536225,20.3718,5.24005,11.9261,4.98175,3.283,9999,9999,9999,999.9,4.97139,1.86035,1.86584,1.85684,1.86159,1.86218,1.86309,1.85883,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,8.33,-0.1464,8.188469192,0.000678439,-9.11E-07,3.42E-10,-0.123376864,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.3,0.2,3.13232,2.32178,1.50024,2.32422,1.4502,2.4231,20.3556,16.0321,19,306.629,423.68,9.99956,11.3076,30.0002,11.3594,11.323,62.6873,54.4824,36.1272,10,1600,2.61404,103.281,103.568
14,1376.9,10/15/24,c,radish,north,crn,y,7:32:33,15,0.003420924,3.420924201,13.19908995,776.1922333,741.0880753,74.75092628,78.29175822,0.884022311,3.110157249,0.698280548,0.449927909,284.7603033,10.92507851,10.65470333,1.287584093,64.05532363,0.798542468,1.246644967,0.489041624,-150.8627573,-81.17975325,-4.749353516,47.96843922,258,43,1,0,56449.82487,1600.000333,1361.13634,0.850710035,0.177975152,9,33,0: Broadleaf,2,1728912745,776.1922333,799.965,7.916829,2.827953,770.1442333,8.064266,600.2223667,100.7664333,0.100020697,10.17055333,10.65470333,999.9,0,0,10000.128,402.3219667,222.3512333,-21.49400667,784.6831,802.2337,5.088876,799.965,2.827953,0.7977508,0.284962767,3.667340333,-10.11781333,1600.000333,0.642997867,0.3570021,11,26723.00333,1728912776,7:32:55,1728912776,1728912582,14,-2.276,-0.005,6.048,-0.143,800,2,0.11,0.01,0,0,0,0,0,0,0,3.25095,2.78126,0.155713,0.16169,0.0562644,0.0243883,21988.6,21506.8,24974.6,22802.4,34879.2,28391.5,40862.1,31569.8,1.88407,2.14132,0.0899285,0,9.15084,999.9,35,17.7,7.06023,66.9293,14.7276,1,-1.15949,-0.501013,20.3717,5.2399,11.9261,4.98165,3.283,9999,9999,9999,999.9,4.97142,1.86035,1.86584,1.8568,1.8616,1.86218,1.86307,1.85883,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,6.048,-0.1474,8.188469192,0.000678439,-9.11E-07,3.42E-10,-0.123376864,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2.9,2.9,1.77246,2.3291,1.50024,2.32422,1.4502,2.33765,20.2755,16.0146,19,305.132,423.561,10.0007,11.2771,30.0001,11.316,11.2914,35.4804,51.7204,34.6437,10,800,2.93036,103.297,103.564
15,1519.9,10/15/24,c,radish,north,crn,y,7:34:56,15,0.003078747,3.078747116,13.64349063,576.8513333,538.0930167,54.27604488,58.18549561,0.758154758,3.110708549,0.617225198,0.396297049,284.7598127,11.08753071,10.76314,1.296914003,63.76122723,0.799010134,1.253128537,0.497903869,-135.7727478,-86.36559137,-5.056827444,57.56464603,258,43,1,0,56448.10273,1599.999667,1361.135665,0.850709968,0.17797492,9,33,0: Broadleaf,2,1728912888,576.8513333,599.9725667,7.921391,3.341431333,571.4393333,8.068809,600.2068667,100.7673333,0.10006914,10.24815333,10.76314,999.9,0,0,10002.574,402.4887333,287.6662667,-22.46676333,582.1169667,601.984,4.579961,599.9725667,3.341431333,0.7982168,0.336706733,3.675627333,-7.990240667,1599.999667,0.643001067,0.356998933,11.48749,26723.02667,1728912919,7:35:19,1728912919,1728912582,15,-0.654,-0.005,5.412,-0.143,600,2,0.07,0.01,0,0,0,0,0,0,0,3.25101,2.78138,0.127198,0.133269,0.0562213,0.0283858,22731.4,22234,24976.3,22801.9,34882.4,28271.3,40864.9,31569.3,1.886,2.1431,0.0890531,0,9.26375,999.9,35,17.6,7.01524,66.7592,14.7356,1,-1.16084,-0.46156,20.3718,5.23541,11.9261,4.98155,3.283,9999,9999,9999,999.9,4.97141,1.86035,1.86584,1.85684,1.86161,1.86218,1.86306,1.85883,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,5.412,-0.1475,5.912475916,0.000678439,-9.11E-07,3.42E-10,-0.123376864,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,5.2,1.40015,2.33521,1.50024,2.32422,1.4502,2.33521,20.2153,16.0058,19,305.727,424.343,9.99958,11.2642,30.0001,11.2966,11.2723,28.0552,46.1307,34.5012,10,600,3.48206,103.304,103.562
16,1672.9,10/15/24,c,radish,north,crn,y,7:37:29,15,0.002561428,2.561427903,14.44130794,1173.852613,1121.134341,113.0834779,118.4009188,0.610749473,3.110460748,0.515757832,0.329687015,284.7599568,11.17760004,10.7731871,1.297781463,64.17014806,0.802064855,1.249903389,0.495716608,-112.9589705,-94.50911488,-5.533249283,71.75862206,257,43,1,0,56449.56971,1600.000323,1361.136234,0.850709975,0.177974937,9,33,0: Broadleaf,2,1728913041,1173.852613,1200.015484,7.951846452,4.141596452,1166.791613,8.099137097,600.2109677,100.7651935,0.100040729,10.20959677,10.7731871,999.9,0,0,10001.64677,402.6175161,250.5362581,-27.87087097,1181.53871,1205.005806,3.810249032,1200.015484,4.141596452,0.801269484,0.417328903,3.729814516,-5.194041935,1600.000323,0.643000839,0.356999161,11,26723.03871,1728913074,7:37:54,1728913074,1728912582,16,1.708,-0.005,7.061,-0.143,1200,2,0.09,0.01,0,0,0,0,0,0,0,3.25083,2.78106,0.202874,0.208973,0.0564414,0.0338021,20766.4,20295.6,24975.6,22798.6,34875.2,28107.7,40863.8,31564.9,1.887,2.14893,0.0961721,0,9.15886,999.9,34.9,17.5,6.95088,66.8492,14.4511,1,-1.15897,-0.464039,20.3718,5.24035,11.9261,4.98175,3.283,9999,9999,9999,999.9,4.97142,1.86035,1.86584,1.85684,1.86171,1.86224,1.8631,1.85883,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,7.061,-0.1473,5.258818532,0.000678439,-9.11E-07,3.42E-10,-0.123376864,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2.2,7.8,2.47925,2.33521,1.50024,2.32422,1.4502,2.34253,20.1552,15.9883,19,306.155,427.705,10,11.2775,30.0001,11.3026,11.2783,49.6115,37.1325,34.596,10,1200,4.2545,103.301,103.547
90,15272.9,10/15/24,p,radish,eleven,pr11,y,11:24:09,15,0.002793064,2.793064002,-2.692779118,5.622826129,15.52532807,1.562589642,0.565924908,0.48432044,3.10457019,0.422439136,0.268946682,284.7593517,15.72012772,15.40106774,1.756060851,65.06764479,1.100044407,1.690616605,0.656016444,-123.1741225,-98.83842308,-6.085440418,56.6613657,16,3,1,0,55398.02453,1599.997097,1361.133478,0.850709967,0.177974918,9,33,0: Broadleaf,2,1728926641,5.622826129,1.608256452,10.92964516,6.786914839,3.403826129,11.0869129,600.1556774,100.5477097,0.100059848,14.81054194,15.40106774,999.9,0,0,9996.143548,403.7915806,1555.003548,3.932812258,5.602300323,1.619247742,4.142735484,1.608256452,6.786914839,1.09895129,0.682408419,8.298794516,1.471113548,1599.997097,0.643001097,0.356998903,20,26722.99355,1728926673,11:24:33,1728926673,1728916237,88,0.084,-0.037,2.219,-0.179,2,4,0.17,0.02,0,0,0,0,0,0,0,3.24272,2.78127,0.00101708,0.00048787,0.0702619,0.0487954,25719.1,25281.8,24714.7,22502.2,34017.6,27294,40468.6,31145.9,2.27892,1.98293,0.0821054,0,14.034,999.9,41.1,23.2,11.6669,63.5117,15.9014,1,-0.62219,2.60231,20.3543,5.22732,11.9321,4.97905,3.28128,9999,9999,9999,999.9,4.97155,1.8608,1.86624,1.85732,1.862,1.86251,1.86334,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.219,-0.1572,2.134943566,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,173.5,0.0317383,4.99878,1.50024,2.2998,1.4502,2.51465,26.1279,14.2896,19,583.632,409.006,12.0012,18.7479,30.0008,18.6448,18.6492,0,42.2098,0,12,0,6.72051,102.272,102.185
43,6511.5,10/15/24,p,radish,nine,pr9,y,8:58:07,15,0.003501895,3.501895218,-2.679697217,6.344632903,12.54864692,1.264906604,0.639540511,0.828464808,3.110061596,0.663086956,0.426597371,284.7597749,12.07107747,11.9124,1.399516873,64.80895551,0.873171857,1.347301233,0.526345016,-154.4335791,-96.45060869,-5.71565166,28.15993544,149,25,1,0,56214.33054,1599.998387,1361.134653,0.850710015,0.177975039,9,33,0: Broadleaf,2,1728917880,6.344632903,2.359542903,8.66239871,3.456532258,3.471632903,8.836154516,600.1699032,100.700129,0.100109581,11.33715806,11.9124,999.9,0,0,10006.27226,398.745,635.2976129,3.914285161,6.328650645,2.367727742,5.205866452,2.359542903,3.456532258,0.872304161,0.348073032,4.941746452,-7.561730323,1599.998387,0.642999484,0.357000516,14,26722.99355,1728917914,8:58:33,1728917914,1728916237,41,0.074,-0.037,2.873,-0.179,2,4,0.27,0.02,0,0,0,0,0,0,0,3.24891,2.78162,0.00104827,0.00072954,0.0600589,0.028667,25953.9,25528.1,24917.2,22707.3,34662.3,28141,40780.4,31436.6,2.11392,2.11645,0.040818,0,11.2384,999.9,34.9,16.7,6.61283,64.1449,14.0705,1,-1.02838,0.754499,20.3728,5.23781,11.9303,4.9812,3.2826,9999,9999,9999,999.9,4.97151,1.86035,1.86584,1.85684,1.86165,1.86218,1.86309,1.85883,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.873,-0.1737,2.799852224,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,27.5,0.0317383,4.99878,1.50024,2.31689,1.4502,2.49023,19.5941,15.3929,19,423.408,429.955,10.0016,13.2261,30.0006,13.1555,13.1359,0,44.6544,16.3915,10,0,3.41779,103.079,103.129
56,8951.4,10/15/24,p,radish,ten,pr10,y,9:38:47,15,0.003310374,3.310373955,-2.601510915,5.794331935,11.88485746,1.197834863,0.583991253,0.818603691,3.107353218,0.65663162,0.42233606,284.7611301,13.04668228,12.35811935,1.441191882,65.56026923,0.939081316,1.432393929,0.502110566,-145.9874914,-15.60347483,-0.932180413,122.2379835,83,14,1,0,55964.26734,1600.005806,1361.140938,0.850709999,0.17797506,9,33,0: Broadleaf,2,1728920320,5.794331935,1.921831613,9.317517742,4.399485806,3.270331935,9.487374839,600.154,100.6867097,0.099931384,12.26497742,12.35811935,999.9,0,0,9995.143871,400.4661613,702.864129,3.770143871,5.74551129,1.930325484,4.918029677,1.921831613,4.399485806,0.938149613,0.442969516,5.989630645,-4.405330645,1600.005806,0.642999097,0.357000871,16,26723.10323,1728920347,9:39:06,1728920347,1728916237,54,0.105,-0.037,2.524,-0.179,2,4,0.25,0.02,0,0,0,0,0,0,0,3.24507,2.78125,0.000973823,0.000585926,0.0627456,0.0347125,25793.2,25371.6,24776.6,22577.7,34376.3,27799.6,40562.1,31253.5,2.1897,2.05072,0.0361279,0,11.7464,999.9,46.5,17.9,9.50588,64.4949,14.5513,1,-0.765508,1.9718,20.3625,5.23256,11.9321,4.9806,3.28155,9999,9999,9999,999.9,4.97154,1.86065,1.86612,1.85715,1.86188,1.86245,1.86325,1.85913,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.524,-0.1699,2.419435863,0.000678439,-9.11E-07,3.42E-10,-0.153384799,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2,68.2,0.0317383,4.99878,1.50024,2.31323,1.4502,2.44751,23.0101,15.0952,19,503.312,429.262,9.99776,16.8239,30.0002,16.7191,16.6993,0,51.0446,40.5055,10,0,4.37944,102.516,102.533
137,19374.4,10/17/24,p,radish,ten,pr10,y,13:05:02,15,0.00284211,2.8421112,-2.4862875,4.55484548,17.9777529,1.83691885,0.46540197,0.3147115,3.34641349,0.2891366,0.18284172,284.759592,12.8710886,12.7152903,1.4753717,34.0680921,0.48061775,1.41075629,0.99475394,-125.3371,-122.95882,-6.8255473,29.6381218,20,3,1,0,56785.2787,1599.99677,1361.13332,0.85071004,0.1779751,7.5,33,0: Broadleaf,2,1729105495,4.55484548,1.46446,4.70376097,1.16931055,2.78162516,4.82520903,600.250871,102.082194,0.09513989,12.0337452,12.7152903,999.9,0,0,9995.02194,402.608742,92.6521807,3.09038484,4.57644807,1.46617581,3.53444968,1.46446,1.16931055,0.48016997,0.11936577,-3.3658923,-20.670761,1599.99677,0.64299861,0.35700139,15,26722.9548,1729105483,13:04:43,1729105472,1729105483,133,0.157,-0.001,1.771,-0.102,1,1,0.21,0.02,0,0,0,0,0,0,0,3.24448,2.77794,0.00086723,0.00044549,0.0381614,0.00982883,25768.5,25280.6,24751.2,22494.2,35249.9,28406.8,40516.2,31118.7,2.30183,1.9639,0.0268966,0,12.2735,999.9,25.2,28.2,9.47804,64.3513,16.4183,1,-0.754893,1.91519,20.3663,5.23451,11.9321,4.97975,3.282,9999,9999,9999,999.9,4.97161,1.86096,1.86646,1.85768,1.86218,1.86279,1.86355,1.85958,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.773,-0.1218,1.77133917,0.00067844,-9.11E-07,3.42E-10,-0.093225,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,0.5,0.3,0.0317383,4.99878,1.50024,2.27051,1.4502,2.53784,29.7724,13.5629,19,579.684,384.404,9.99962,16.9686,29.9999,17.07,17.0654,0,77.7127,0,10,0,0.825005,102.404,102.118
122,16974.5,10/17/24,p,radicchio,ten,pd10.2,y,12:25:02,15,0.0025144,2.51439644,-2.3958507,4.442985,18.9202767,1.93406223,0.45416934,0.2791082,3.34794018,0.25880915,0.16346141,284.760929,15.5547703,15.08599,1.72087113,44.228895,0.73971435,1.67246854,0.98115678,-110.88488,-79.91559,-4.551244,89.4092121,3,0,1,0,56305.4042,1600.00533,1361.14049,0.85070997,0.17797499,7.5,33,0: Broadleaf,2,1729103095,4.442985,1.46291733,7.23637533,4.11694167,2.708372,7.40178833,600.157333,102.1252,0.09646737,14.64323,15.08599,999.9,0,0,9997.164,394.134667,1514.24433,2.980068,4.47537,1.468965,3.11943167,1.46291733,4.11694167,0.73901663,0.4204438,2.58668467,-5.096677,1600.00533,0.64300007,0.3569999,23,26723.1033,1729103073,12:24:32,1729103060,1729103073,119,0.11,0.001,1.733,-0.166,2,4,0.4,0.03,0,0,0,0,0,0,0,3.24214,2.7788,0.00081725,0.00044894,0.0517582,0.0327647,25676.2,25207.2,24670.9,22436.9,34640.5,27667.9,40394,31041.7,2.29347,1.9275,0.00108778,0,15.0584,999.9,44.8,28,16.6462,64.5316,16.9511,1,-0.589108,3.81354,20.3275,5.23391,11.9321,4.9797,3.282,9999,9999,9999,999.9,4.97159,1.86106,1.8666,1.85776,1.8622,1.86279,1.86356,1.85959,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.735,-0.1656,1.73278213,0.00067844,-9.11E-07,3.42E-10,-0.1390041,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,0.7,0.5,0.0317383,4.99878,1.50024,2.27417,1.4502,2.44507,31.2591,13.8956,19,600.391,383.012,9.99901,19.2392,29.9998,19.1723,19.1624,0,66.5351,0,10,0,4.05309,102.086,101.862
150,20832,10/16/24,p,radicchio,eight,pd8.2,y,12:39:38,15,0.002199106,2.19910596,-2.343713751,4.447658,13.1882956,1.338449876,0.451382611,0.474212824,3.331424192,0.418284008,0.265921343,284.7605966,14.60334694,13.51112,1.554105236,65.66387916,1.027324873,1.564520534,0.526780363,-96.98057282,18.42854119,1.04047097,207.249036,73,12,1,0,56118.82689,1600.001667,1361.137538,0.850710075,0.177975188,7.5,33,0: Broadleaf,2,1729017571,4.447658,1.530944667,10.12265333,7.402252333,2.631059667,10.32277,600.1445667,101.3871667,0.100540063,13.61372667,13.51112,999.9,0,0,10000.795,398.9514,741.632,2.916714,4.493141667,1.542362333,2.720405333,1.530944667,7.402252333,1.026308333,0.750493933,7.295300333,2.803685667,1600.001667,0.6429975,0.3570025,15,26723.02,1729017544,12:39:03,1729017544,1729017544,149,0.169,0.002,1.815,-0.216,2,7,0.3,0.03,0,0,0,0,0,0,0,3.24432,2.78212,0.000779346,0.000466202,0.0671325,0.0528476,25738.2,25262.1,24721.9,22479.8,34140,27137.6,40475.9,31102.5,2.19625,2.0511,0.012517,0,13.2801,999.9,48.4,18.7,10.3313,64.2216,15,1,-0.710379,1.53856,20.3691,5.23167,11.9321,4.9793,3.28135,9999,9999,9999,999.9,4.97151,1.8604,1.86585,1.85685,1.8617,1.86225,1.8631,1.85898,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.817,-0.2004,1.814820486,0.000678439,-9.11E-07,3.42E-10,-0.189687036,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.6,0.6,0.0317383,4.99878,1.50024,2.29614,1.4502,2.50854,20.7567,13.7118,19,515.722,437.051,12.0004,17.5023,29.9999,17.4749,17.4558,0,33.0295,55.3203,12,0,7.30354,102.295,102.059
35,4685.9,10/17/24,p,radish,eight,pr8,y,9:00:14,15,0.00567842,5.67842047,-1.9388265,6.36719161,9.79599555,1.00127395,0.65080707,1.12000195,3.34906873,0.85330001,0.55206883,284.759427,11.3991329,11.9741032,1.40522216,54.769453,0.73214404,1.33677443,0.67307811,-250.41834,-136.37086,-7.5023611,-109.53213,40,7,1,0,57009.1811,1599.99645,1361.13301,0.85071002,0.17797504,7.5,33,0: Broadleaf,2,1729090806,6.36719161,3.98972452,7.16295452,0.11835403,4.12019161,7.27483742,600.219936,102.112484,0.10009357,11.2188161,11.9741032,999.9,0,0,10003.1052,397.33529,1099.99839,2.33252484,6.36786097,3.99019484,7.04460065,3.98972452,0.11835403,0.73142697,0.01208542,2.44173774,-44.168435,1599.99645,0.64299952,0.35700048,14.5819903,26722.9774,1729090833,9:00:33,1729090833,1729090609,33,0.046,-0.001,2.247,-0.087,4,0,0.25,0.02,0,0,0,0,0,0,0,3.24772,2.78154,0.00124896,0.00122596,0.0519319,0.00112192,25868.3,25413.8,24844.4,22620.6,34865,28833.7,40661.3,31302.2,2.32202,2.07912,0.120688,0,9.96303,999.9,28.6,20.6,6.82089,64.2629,14.5032,1,-0.947774,0.797979,20.372,5.23526,11.9264,4.98135,3.282,9999,9999,9999,999.9,4.97156,1.8608,1.86627,1.8573,1.86203,1.86258,1.86339,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.247,-0.112,2.19927607,0.00067844,-9.11E-07,3.42E-10,-0.0851084,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,1.5,3.4,0.0317383,4.99878,1.50024,2.29858,1.4502,2.52808,24.8979,15.498,19,555.354,419.164,10.002,14.2017,30.001,14.1234,14.1143,0,100,0,10,0,0,102.778,102.708
109,15431.9,10/17/24,p,radicchio,ten,pd10,y,11:59:20,15,0.00120147,1.20146627,-1.828496,3.696475,27.3317323,2.79349431,0.37780561,0.12624491,3.34880246,0.12191564,0.07657443,284.759746,16.3147367,15.8101133,1.80268752,46.9280586,0.80831352,1.7224525,0.994374,-52.984662,-128.15557,-7.3416706,96.2778448,3,0,1,0,56235.0961,1599.99867,1361.13457,0.85070981,0.17797499,7.5,33,0: Broadleaf,2,1729101552,3.696475,1.416929,7.90859267,6.41897867,1.88689633,8.08857767,600.137533,102.1103,0.09669839,15.10027,15.8101133,999.9,0,0,10002.211,396.217633,1578.867,2.279546,3.72594233,1.426083,1.489614,1.416929,6.41897867,0.8075483,0.65544347,3.84064333,0.9103216,1599.99867,0.64299943,0.35700033,24,26722.9933,1729101528,11:58:48,1729101518,1729101528,106,0.113,-0.002,1.808,-0.184,1,6,0.21,0.05,0,0,0,0,0,0,0,3.24228,2.77868,0.00056713,0.00043085,0.0557276,0.0473014,25698.6,25226.5,24685.1,22452.7,34513.2,27266,40416.8,31064.3,2.297,1.94918,0.0228733,0,15.4286,999.9,47.5,26.9,16.5516,64.4635,16.4383,1,-0.60956,4.13745,20.3182,5.23226,11.9321,4.9794,3.28142,9999,9999,9999,999.9,4.97159,1.86096,1.86646,1.85764,1.86218,1.86274,1.86355,1.85958,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,1.81,-0.1801,1.80830166,0.00067844,-9.11E-07,3.42E-10,-0.156028,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,0.7,0.5,0.0317383,4.99878,1.50024,2.28027,1.4502,2.37915,30.0932,14.097,19,600.071,392.885,10.0004,18.9958,30.0001,18.9482,18.9443,0,57.5806,0,10,0,6.37502,102.144,101.935
